Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear
1,300.4,328.5555556,1681,28.6,206
1,297.1,322.2592593,1399,42.6,194
1,300.7,330.4074074,1234,51.7,160
1,300.2,329.6666667,1378,43.9,193
1,299.6,329.6666667,1512,44.0,79
1,301.0,332.2592593,1392,52.9,173
2,301.8,333.0,1647,31.6,6
1,303.1,333.3703704,1626,32.3,21
2,300.7,332.6296296,1378,51.6,130
2,301.9,327.8148148,1568,37.5,135
1,297.5,324.1111111,1443,46.2,110
1,300.5,328.1851852,1663,29.1,145
1,297.6,323.7407407,1664,30.1,81
1,299.4,332.2592593,1751,27.8,10
1,297.8,324.4814815,1559,35.2,66
1,297.5,324.1111111,1453,37.6,112
2,297.6,323.7407407,1482,38.3,39
2,297.1,323.0,1588,33.4,204
0,298.7,327.8148148,1697,29.8,74
2,301.1,333.7407407,1389,53.3,8
1,304.1,340.7777778,1824,25.8,186
1,297.4,323.7407407,1324,59.1,118
1,301.6,330.7777778,1809,25.5,40
1,302.2,328.9259259,1483,48.7,20
2,302.7,331.8888889,1555,36.1,35
1,297.4,323.3703704,1486,48.6,75
1,298.4,326.7037037,1461,46.3,121
0,300.8,335.2222222,1468,38.7,39
0,298.4,324.1111111,1344,52.9,130
1,298.6,327.4444444,1563,35.0,21
1,301.1,333.0,1570,41.6,202
2,296.2,318.5555556,1552,34.8,8
1,297.8,323.3703704,1561,46.3,194
1,302.8,337.8148148,1523,39.7,239
2,300.7,331.5185185,1343,51.6,211
2,300.3,327.4444444,1488,41.3,172
2,297.5,321.8888889,1469,44.8,5
0,298.8,329.2962963,1380,44.0,56
1,299.7,325.962963,1401,54.1,118
1,302.6,331.8888889,1470,41.2,156
1,301.8,333.3703704,1417,55.9,156
1,298.2,323.0,1512,34.9,181
1,300.7,331.8888889,1689,28.9,100
1,302.3,335.5925926,1574,42.8,215
1,300.7,335.962963,1419,47.7,179
1,299.2,323.0,1436,41.8,28
1,299.0,324.1111111,1892,22.8,96
2,300.3,334.8518519,1312,53.4,151
2,300.6,330.7777778,2156,18.0,16
1,302.6,330.7777778,1461,45.4,0
0,300.5,336.3333333,1375,43.2,108
1,298.9,330.037037,1364,54.0,95
1,301.3,329.2962963,1662,31.0,37
2,300.1,325.5925926,1731,30.4,92
1,298.0,323.7407407,1481,42.5,54
1,296.8,321.1481481,1448,48.8,31
2,301.1,333.0,1384,42.5,185
1,295.8,315.5925926,1339,53.2,67
1,297.2,323.0,1677,26.4,146
1,297.8,325.962963,1400,56.9,34
1,303.4,335.962963,1377,41.6,34
2,302.3,333.3703704,1432,42.7,68
1,300.7,329.2962963,1351,46.9,165
1,298.0,324.8518519,1390,53.9,88
1,300.8,331.8888889,1741,27.1,39
1,297.0,322.2592593,1577,29.4,130
2,299.0,329.6666667,1628,35.8,64
1,300.1,326.3333333,1654,31.0,201
2,297.4,323.7407407,1434,44.4,193
0,301.8,328.5555556,1418,51.3,116
1,300.5,328.1851852,1421,49.6,211
1,299.2,323.3703704,1374,53.6,143
2,300.9,330.7777778,1702,29.3,32
1,298.8,331.1481481,1602,39.1,211
1,301.5,330.7777778,1702,28.7,135
1,300.7,333.3703704,1399,47.9,80
2,299.3,325.2222222,1496,43.4,67
2,303.5,339.6666667,1530,34.5,110
2,299.0,328.9259259,1338,56.4,29
0,298.8,328.1851852,1437,48.2,164
1,302.6,331.1481481,1549,37.5,199
1,298.1,320.4074074,1705,29.1,109
2,300.8,331.8888889,1415,44.5,87
1,298.4,321.1481481,1743,27.3,134
1,300.1,334.4814815,1434,40.8,80
1,303.7,338.1851852,1397,45.7,187
2,300.2,325.5925926,1406,42.2,40
1,300.7,330.037037,1458,40.0,207
1,299.6,326.7037037,1643,32.9,145
1,297.9,319.2962963,1606,35.5,14
1,303.7,337.4444444,1511,38.9,117
0,300.3,334.8518519,1339,53.4,123
0,300.7,337.0740741,1335,49.0,62
1,301.7,332.6296296,1585,35.9,185
1,298.2,325.2222222,1596,37.2,87
2,300.2,334.8518519,1533,46.4,24
1,300.7,333.0,2478,13.4,170
1,299.1,331.1481481,1818,24.1,173
1,298.5,326.7037037,1517,40.2,45
1,301.5,331.5185185,1408,47.3,79
1,300.7,329.2962963,1721,32.3,170
1,302.0,332.2592593,1378,53.1,212
1,302.9,332.6296296,1820,24.6,128
2,300.7,331.1481481,1572,38.5,50
1,300.7,329.6666667,1286,64.9,160
1,296.7,321.5185185,1451,50.7,197
2,297.5,324.1111111,1697,28.1,107
1,297.3,322.2592593,1754,26.8,125
1,297.5,324.1111111,1456,44.7,29
2,300.2,327.0740741,1434,51.5,189
1,297.8,324.8518519,1506,33.5,26
1,300.2,328.5555556,1566,36.4,170
2,297.9,324.1111111,1751,26.6,111
1,301.9,332.6296296,1642,33.1,126
1,302.4,333.3703704,1404,52.0,57
2,302.6,330.4074074,1451,43.1,35
1,302.2,333.0,1447,52.1,174
1,299.4,325.962963,1569,40.8,73
1,301.5,331.1481481,1998,20.2,210
2,301.1,328.9259259,1433,48.1,14
1,301.8,331.5185185,1461,44.2,49
1,298.9,329.6666667,1359,56.9,166
1,297.5,323.0,1633,33.3,213
0,299.7,327.4444444,1553,41.0,179
1,300.5,327.0740741,1795,27.7,117
1,300.7,330.037037,1592,36.0,14
1,297.7,324.1111111,1474,46.8,188
2,298.5,327.4444444,1492,41.7,100
1,297.2,321.1481481,1493,38.4,146
1,299.0,330.037037,1577,40.0,181
1,298.7,329.6666667,1402,45.9,30
1,299.4,325.5925926,1957,22.1,55
1,299.2,328.5555556,1516,41.4,219
1,302.3,335.2222222,1510,38.7,141
1,299.6,325.2222222,1372,60.4,149
2,297.5,323.3703704,1496,42.2,22
1,297.8,326.3333333,2015,20.1,161
1,298.5,324.4814815,1589,30.6,11
0,301.9,332.6296296,1672,29.9,13
0,300.6,336.7037037,1354,46.9,138
2,301.0,327.4444444,1588,32.7,138
1,303.3,334.4814815,1601,35.2,10
0,297.1,322.2592593,1790,30.3,128
1,302.0,330.4074074,1464,47.2,159
1,302.0,330.4074074,1895,23.2,161
1,300.6,332.6296296,1543,34.7,89
1,298.1,328.9259259,1553,40.9,49
2,301.7,328.9259259,1391,50.6,195
0,297.9,324.1111111,1545,35.9,120
2,299.1,329.6666667,1456,48.4,101
1,298.4,324.8518519,1628,34.9,93
2,299.3,331.1481481,1609,31.4,99
1,302.4,332.6296296,1486,40.4,192
0,297.5,326.7037037,1368,45.3,129
2,299.9,327.0740741,1412,57.9,59
1,297.5,326.3333333,1479,39.4,22
2,300.1,325.2222222,1612,33.0,34
1,300.2,334.1111111,1483,44.4,141
2,295.9,316.3333333,1532,38.6,104
2,300.7,332.2592593,1468,41.8,112
0,300.8,333.3703704,2237,17.0,95
1,301.2,331.1481481,1670,30.0,40
1,301.1,329.6666667,1496,43.4,54
2,297.3,324.1111111,1466,38.4,27
0,301.5,330.7777778,1551,34.3,166
2,297.9,325.5925926,1338,49.6,56
2,300.7,333.0,1373,49.9,96
1,299.6,326.7037037,1331,46.4,16
1,298.4,327.4444444,1655,30.2,146
1,301.0,331.8888889,1558,34.9,196
2,300.3,325.962963,1364,47.6,45
2,297.9,324.4814815,1602,32.1,59
2,301.6,331.1481481,1691,30.1,40
1,296.6,319.6666667,1557,35.1,60
2,302.4,335.962963,1422,46.4,194
1,299.8,333.3703704,1664,28.3,173
1,296.6,320.037037,1498,41.1,80
2,297.0,321.8888889,1507,43.1,51
1,302.7,330.7777778,1563,35.0,8
2,298.9,328.5555556,1449,44.1,112
2,299.2,324.4814815,1523,38.9,112
1,303.7,340.037037,1811,24.3,209
1,296.8,319.2962963,1549,48.3,105
1,302.5,335.962963,1497,41.6,123
2,295.5,314.1111111,1326,50.8,18
1,300.7,331.1481481,1616,29.6,47
2,303.4,334.4814815,1560,36.4,114
1,297.5,323.0,1528,39.9,160
2,303.6,335.5925926,1627,30.8,104
1,297.5,323.7407407,1352,52.6,12
1,297.6,323.7407407,1326,62.4,173
2,300.6,331.5185185,1654,32.0,180
1,298.4,321.8888889,1375,50.8,94
1,299.6,325.2222222,1648,33.6,70
1,298.8,328.5555556,1428,42.4,132
1,304.1,340.7777778,1412,47.5,150
1,296.9,320.7777778,1400,57.1,202
1,302.6,332.6296296,1284,68.0,114
2,300.0,327.0740741,1879,22.4,79
0,298.1,325.5925926,1425,44.5,49
2,301.7,328.1851852,1284,68.2,111
1,298.9,323.7407407,1400,49.5,79
1,300.0,325.5925926,1882,23.8,84
2,298.8,325.2222222,1661,29.5,162
1,299.1,324.1111111,1498,38.9,181
2,303.7,339.2962963,1366,47.3,49
1,301.1,333.3703704,1774,29.6,186
2,299.4,328.5555556,1567,40.6,87
2,302.4,329.2962963,1520,36.6,97
1,303.7,338.9259259,1572,37.2,192
2,300.7,331.8888889,1452,47.9,77
1,298.5,322.2592593,1595,32.3,46
1,303.1,339.2962963,1465,44.1,109
1,302.9,333.0,1556,45.3,135
0,300.9,333.7407407,1668,28.9,183
0,297.9,325.962963,1577,34.7,5
1,301.8,331.1481481,1395,50.5,131
1,302.1,334.1111111,1518,37.4,102
1,300.8,336.3333333,1382,49.3,177
1,299.2,329.2962963,1534,37.7,10
1,299.7,325.962963,1346,57.4,138
1,303.7,338.5555556,1396,44.1,136
0,299.6,325.5925926,1630,32.3,194
1,299.2,323.0,1877,23.9,4
1,302.3,334.8518519,1784,26.4,79
2,300.5,336.3333333,1985,19.3,143
1,302.6,336.3333333,1674,32.2,70
1,303.5,340.037037,1465,41.0,56
1,295.9,316.3333333,1678,26.7,53
2,302.5,330.037037,1488,41.8,160
0,304.2,340.037037,1442,40.9,23
2,303.8,338.5555556,1406,47.1,162
2,299.2,330.4074074,1504,43.3,37
2,300.5,328.1851852,1555,38.9,166
2,299.7,325.2222222,1465,49.0,158
1,297.3,322.6296296,1430,41.9,95
1,303.4,335.5925926,2268,15.8,20
1,300.5,334.4814815,1490,38.4,67
1,299.0,329.2962963,1362,59.5,46
1,302.7,336.7037037,1601,35.2,31
2,298.9,328.1851852,1353,53.7,71
2,298.5,327.8148148,1354,60.8,96
1,302.6,336.7037037,1439,52.3,35
1,297.0,321.8888889,1537,39.0,103
2,297.2,321.1481481,1541,35.7,169
2,299.4,323.7407407,1541,39.1,109
2,299.6,326.3333333,1577,39.8,48
1,300.6,327.0740741,1867,23.0,242
0,301.1,333.7407407,2207,16.6,43
0,299.3,323.7407407,1520,41.4,67
2,298.7,328.5555556,1411,45.1,51
2,300.5,328.5555556,1994,19.8,189
1,301.9,331.5185185,1480,47.1,68
2,299.7,333.3703704,1560,43.9,126
2,298.1,328.9259259,1393,43.1,65
2,301.2,328.9259259,1445,45.6,18
1,303.9,340.037037,1403,48.3,10
1,301.4,331.1481481,1648,30.7,90
2,300.1,325.962963,1687,27.7,95
1,296.8,321.5185185,1561,38.3,9
1,300.7,330.7777778,1357,52.6,199
1,303.6,340.037037,1522,35.8,133
1,301.9,330.4074074,1603,37.6,69
1,297.0,321.1481481,1296,69.1,153
1,302.6,332.6296296,1506,37.2,95
1,302.0,331.1481481,1361,46.7,182
1,297.4,324.1111111,1433,43.4,116
1,300.9,327.8148148,1460,42.1,181
1,303.0,333.0,1525,40.7,179
1,302.0,331.1481481,1467,44.9,86
2,300.8,329.2962963,1686,26.9,128
1,301.7,328.1851852,1398,46.0,109
2,303.8,340.7777778,1710,26.5,190
1,301.0,331.1481481,1588,33.7,114
1,301.2,328.5555556,1515,40.9,21
1,299.5,326.3333333,1972,19.3,177
1,301.0,337.0740741,1264,59.0,57
2,300.8,337.4444444,1535,40.3,71
1,296.5,318.9259259,1566,37.2,164
1,300.5,328.1851852,1939,21.4,164
1,300.5,332.6296296,1759,28.3,13
1,299.1,324.4814815,1502,38.3,88
2,302.1,334.4814815,1635,31.6,23
1,298.3,326.3333333,1401,51.9,14
1,299.8,333.0,1603,35.1,179
1,302.4,334.1111111,1564,35.0,122
2,300.2,335.5925926,1748,28.5,184
2,301.8,331.8888889,1365,48.2,199
0,298.9,326.3333333,1375,42.7,58
1,298.0,320.4074074,1492,38.7,202
2,301.3,331.1481481,1378,49.4,173
1,297.3,321.8888889,1615,35.4,217
1,298.6,323.0,1397,46.4,36
1,302.7,337.8148148,1444,48.7,9
1,298.7,328.1851852,1402,54.3,128
1,302.6,334.1111111,1738,25.8,128
0,297.5,326.3333333,1525,41.7,235
1,298.9,329.2962963,1442,48.0,181
0,298.4,323.3703704,1827,24.3,153
1,303.1,337.8148148,1404,61.5,127
1,300.8,329.2962963,1405,61.2,189
1,302.6,330.037037,1642,33.2,82
2,296.2,317.8148148,1516,37.6,25
0,298.3,321.5185185,1553,41.0,52
2,300.4,330.7777778,1500,43.0,9
2,301.1,333.7407407,1836,22.8,31
1,297.9,320.7777778,1459,46.9,85
1,298.4,321.5185185,1526,41.1,162
1,300.1,327.0740741,1557,40.6,59
1,300.7,335.2222222,1460,46.1,15
1,297.6,325.2222222,1491,43.2,7
2,296.2,318.5555556,1168,63.4,172
2,300.8,332.2592593,1678,28.1,63
2,297.3,323.7407407,1471,50.7,157
1,300.7,332.6296296,1318,48.2,128
1,301.2,331.8888889,1711,28.9,38
2,301.7,332.6296296,1505,37.1,190
1,301.8,332.6296296,1771,27.2,162
1,302.0,332.6296296,1563,36.2,8
1,299.0,324.1111111,1583,32.5,25
2,302.9,338.1851852,1679,30.9,79
2,302.1,334.1111111,1467,43.4,33
2,297.3,323.7407407,1456,42.9,122
2,301.8,333.0,1663,31.6,199
1,301.7,332.6296296,1441,44.3,208
1,301.1,337.4444444,1534,39.0,129
0,298.4,322.2592593,1478,43.5,206
1,302.2,334.1111111,1390,48.1,40
1,297.4,324.4814815,1651,34.1,163
2,302.7,337.0740741,1585,35.5,167
1,298.2,322.2592593,1446,38.2,61
1,296.3,318.5555556,1646,35.0,192
1,299.2,330.4074074,1611,36.4,32
1,302.9,337.4444444,1578,36.3,141
1,297.4,323.3703704,2100,16.9,176
2,301.2,331.5185185,1394,42.8,168
0,297.3,322.6296296,1935,19.3,24
1,298.3,322.2592593,1663,28.4,67
2,299.7,330.037037,1661,34.5,6
1,298.4,325.962963,2118,17.7,210
1,298.7,328.1851852,1469,38.4,62
1,297.5,324.1111111,1761,26.2,164
1,301.0,336.7037037,1377,49.9,48
1,297.3,324.1111111,1549,36.1,218
0,300.6,328.9259259,1419,42.4,90
2,300.0,334.1111111,1384,46.1,7
1,298.8,325.5925926,1378,54.4,165
2,300.3,335.5925926,1592,32.1,11
2,296.6,319.2962963,1790,25.8,72
1,300.1,325.5925926,1400,46.7,77
2,299.8,332.6296296,1948,20.0,185
2,298.8,329.2962963,1719,28.8,206
1,303.6,338.5555556,1540,39.8,21
1,301.5,331.8888889,1512,38.9,9
1,299.6,327.0740741,1570,35.5,189
0,303.6,338.5555556,1498,40.2,155
0,300.9,332.2592593,1474,35.7,175
0,299.0,329.2962963,2053,19.7,137
1,299.1,330.7777778,1485,37.8,46
2,300.2,332.6296296,2370,14.7,144
1,300.5,330.037037,1435,43.3,31
1,298.4,324.8518519,1638,32.4,109
2,296.2,318.5555556,1385,44.0,5
1,302.3,332.6296296,1329,51.5,154
1,297.2,323.0,1605,30.0,183
0,298.3,324.8518519,1706,31.8,8
0,300.9,336.3333333,2129,17.8,173
1,302.6,334.4814815,1427,38.9,213
0,300.4,328.1851852,1448,39.7,107
1,298.8,323.7407407,1631,32.4,38
1,300.0,327.0740741,1717,28.3,48
1,297.2,321.1481481,1326,75.4,172
2,303.6,339.2962963,1689,33.1,16
2,297.0,321.5185185,1408,47.9,54
2,297.4,323.3703704,1566,31.4,76
1,295.8,315.2222222,1337,54.6,87
2,300.7,333.0,1608,35.3,167
0,298.9,323.7407407,1623,31.0,180
0,300.4,326.7037037,1487,38.9,185
1,301.6,328.9259259,1566,30.3,79
0,300.7,327.4444444,1403,51.3,174
2,300.3,328.9259259,1409,43.2,9
1,298.8,323.7407407,1593,35.5,175
1,302.1,334.4814815,1533,39.4,26
1,295.7,315.2222222,1490,34.3,97
2,303.5,337.4444444,1532,41.7,32
1,300.8,330.7777778,1434,44.5,89
1,299.4,331.5185185,1551,41.2,3
1,298.5,324.1111111,1575,33.9,128
1,299.3,323.7407407,1605,37.0,78
1,299.3,324.1111111,1579,36.3,211
2,303.8,338.9259259,1919,20.2,131
1,301.4,330.4074074,1689,30.6,110
2,298.3,325.5925926,1632,32.7,0
1,303.0,333.0,1980,20.2,137
1,298.8,328.5555556,1482,39.1,45
1,297.2,323.3703704,2182,16.5,127
2,302.9,337.4444444,1426,44.7,157
1,301.6,331.5185185,1683,29.7,131
1,301.3,333.0,1504,39.1,2
1,297.5,323.0,1433,50.0,218
2,297.6,325.2222222,1815,25.3,66
1,300.5,330.7777778,1695,26.7,28
2,297.5,323.3703704,1447,41.6,118
2,299.7,333.3703704,1616,42.3,180
1,298.3,321.8888889,1528,33.9,82
2,299.0,330.037037,1635,34.5,168
2,299.2,323.7407407,1586,35.7,138
2,299.0,324.8518519,1449,39.6,105
2,300.8,330.7777778,1511,35.8,54
2,302.3,334.8518519,1608,39.9,136
2,295.4,313.7407407,1518,40.6,178
2,298.6,325.5925926,1339,51.1,34
1,297.4,321.5185185,1423,38.0,154
1,300.2,328.1851852,1418,49.3,16
2,298.2,324.8518519,1326,54.4,75
1,296.9,322.6296296,1555,38.2,175
2,299.3,332.2592593,1826,25.1,2
0,297.3,322.6296296,1461,41.5,108
1,297.4,324.1111111,1510,36.2,92
2,301.8,328.1851852,1546,39.8,121
0,295.6,314.1111111,1396,52.4,0
2,301.1,330.7777778,1547,35.8,81
0,298.9,331.1481481,1519,38.8,213
1,297.2,323.7407407,1366,50.4,74
0,300.4,327.0740741,1547,50.7,131
1,298.8,325.5925926,1439,39.2,104
1,301.6,333.3703704,1408,42.9,89
1,299.3,325.5925926,1531,37.9,127
1,300.5,334.8518519,1744,26.8,94
0,299.0,324.1111111,1408,48.5,25
2,301.6,331.5185185,1791,23.8,81
1,295.6,314.8518519,1443,48.9,33
2,299.7,331.5185185,1498,37.8,146
1,300.9,332.6296296,1499,38.0,111
2,298.4,326.7037037,1429,41.8,203
1,299.8,327.0740741,1641,27.1,16
1,302.0,328.1851852,1456,58.1,145
1,300.0,325.2222222,1709,32.1,79
0,300.7,337.8148148,1457,47.2,74
1,296.8,322.6296296,1506,45.9,182
2,297.4,326.3333333,1499,36.8,88
1,301.5,331.1481481,1587,33.7,122
1,302.3,332.6296296,1446,37.6,75
0,298.9,329.2962963,1366,62.7,161
2,301.9,332.2592593,1421,46.2,26
1,304.3,341.8888889,1464,36.7,194
2,302.2,331.8888889,1408,46.8,49
1,302.4,332.6296296,1317,59.4,179
1,297.6,323.3703704,1678,34.2,114
2,302.3,335.5925926,1879,23.0,124
1,300.1,327.8148148,1641,30.4,41
1,303.5,338.9259259,1393,49.3,82
2,298.5,324.4814815,1557,36.0,21
1,300.5,334.8518519,1525,37.6,191
0,297.8,324.8518519,1650,32.2,195
1,298.0,320.037037,1654,28.9,123
1,304.1,342.2592593,1556,37.4,129
1,302.2,333.7407407,1602,32.8,120
0,301.4,330.037037,1611,41.5,11
2,300.6,326.7037037,1581,35.7,117
2,301.5,330.4074074,1276,55.6,158
1,298.9,331.1481481,1585,38.1,7
2,301.0,330.4074074,1665,30.9,177
1,300.0,327.4444444,1618,28.7,53
1,302.1,332.2592593,1658,30.3,186
1,301.7,328.5555556,1524,46.6,104
1,303.3,334.1111111,1732,25.6,232
1,300.5,335.962963,1576,31.1,149
1,300.6,329.6666667,1318,51.0,8
2,303.4,334.1111111,1606,29.6,122
0,298.5,321.1481481,1260,54.2,141
1,302.7,337.8148148,1360,47.8,11
1,302.8,332.6296296,1564,38.5,85
1,300.1,326.7037037,1694,27.4,44
2,299.4,325.2222222,1939,19.8,204
2,303.5,338.5555556,1405,51.6,62
1,297.5,323.0,1723,27.3,67
2,298.0,319.6666667,1784,27.8,163
1,302.2,331.8888889,1673,32.9,52
2,301.8,331.8888889,1508,38.8,96
2,297.4,323.3703704,1638,32.2,84
1,298.6,327.4444444,1611,35.7,23
1,302.2,334.4814815,1427,43.8,88
1,300.9,331.1481481,1598,35.4,186
1,300.1,327.8148148,1410,48.3,118
1,302.6,336.7037037,1519,38.1,178
2,300.3,328.9259259,1537,37.5,6
1,299.8,333.0,1300,64.2,165
1,300.5,335.962963,1710,28.4,158
1,300.4,327.4444444,1432,44.7,192
2,300.5,334.8518519,1456,51.1,193
1,299.6,333.0,1521,37.2,131
1,298.6,322.6296296,1422,40.4,179
2,299.9,325.962963,1539,43.2,132
1,301.9,332.6296296,1669,32.2,191
1,303.6,338.9259259,1429,47.7,198
1,300.6,334.4814815,1459,47.0,63
0,301.9,328.1851852,1724,27.5,126
1,298.6,328.1851852,1370,56.0,0
1,298.6,329.2962963,1533,33.9,24
1,300.6,330.037037,1648,30.5,217
2,297.3,322.2592593,1452,38.2,44
2,302.5,336.3333333,1447,45.7,210
1,300.2,334.8518519,1356,53.5,132
1,298.1,320.7777778,1524,40.8,71
2,300.0,334.1111111,1864,23.3,2
1,299.5,331.5185185,1589,33.5,5
1,298.1,320.7777778,1379,49.1,135
1,299.3,323.7407407,1437,48.1,67
0,298.6,327.4444444,1449,42.5,16
2,300.7,327.0740741,1439,43.8,41
1,301.5,330.7777778,1535,39.0,204
1,300.6,336.3333333,1406,55.1,136
1,296.6,319.2962963,1616,28.0,175
0,300.8,328.5555556,2041,19.2,194
2,300.5,327.8148148,1341,50.9,137
0,300.1,334.1111111,1485,40.4,75
0,299.3,324.4814815,1636,35.5,180
1,302.1,332.2592593,1666,30.7,203
1,300.5,334.1111111,1432,47.5,51
1,300.9,332.2592593,1477,41.5,100
2,301.6,332.2592593,1510,40.9,152
1,301.7,328.1851852,1491,39.3,114
1,302.8,331.1481481,2016,19.9,199
2,299.2,323.0,1476,32.7,101
1,297.4,323.0,1343,40.0,61
2,302.4,336.7037037,1492,47.7,7
1,297.6,322.6296296,1478,42.3,193
1,298.5,328.1851852,1468,40.9,157
1,298.0,325.962963,1527,39.5,85
1,297.9,320.037037,1503,40.7,124
2,296.9,321.1481481,1441,47.6,60
1,300.2,327.8148148,1448,36.8,14
1,297.1,323.0,1550,37.0,167
2,300.8,327.8148148,1680,28.2,189
2,300.4,328.1851852,1421,47.2,0
2,298.9,328.9259259,1456,43.8,15
1,301.0,330.4074074,1563,34.4,124
1,302.2,334.4814815,1481,40.4,93
1,298.2,321.5185185,1411,42.4,48
2,304.2,341.5185185,1329,54.5,75
1,300.4,334.8518519,1200,76.6,3
1,300.1,327.8148148,1680,33.8,140
0,297.0,321.1481481,1448,45.6,172
1,300.7,329.2962963,1542,35.5,191
1,300.7,331.1481481,1540,52.7,85
1,302.2,331.8888889,2203,16.6,47
1,303.8,338.9259259,1414,41.7,190
1,300.1,327.8148148,1601,35.8,160
1,302.4,334.8518519,1622,35.0,68
0,302.2,334.1111111,1625,35.4,70
1,299.1,329.6666667,1352,52.8,41
2,301.4,331.1481481,1459,46.9,27
2,298.9,324.1111111,1772,28.4,177
1,300.8,333.7407407,1462,41.4,75
2,297.9,328.1851852,1693,29.9,35
0,300.1,334.8518519,1589,37.9,37
1,300.2,329.2962963,1649,30.5,43
1,299.0,323.7407407,1648,30.8,98
2,301.7,331.8888889,1954,21.6,198
1,298.0,324.8518519,1578,35.6,153
1,302.4,330.037037,1480,45.8,123
1,300.5,327.8148148,1887,24.3,28
1,298.3,324.4814815,1645,30.4,33
2,300.5,334.4814815,1370,56.1,7
0,302.0,331.1481481,1346,54.7,196
2,298.7,327.8148148,1622,34.6,8
2,297.5,325.962963,1530,40.0,206
1,301.4,331.8888889,1610,34.6,187
1,297.4,323.3703704,1782,25.9,54
1,296.8,321.5185185,1497,41.7,231
1,296.6,319.2962963,1465,47.8,187
1,301.6,329.2962963,1362,55.8,70
0,299.3,325.2222222,1425,40.6,123
1,296.2,318.5555556,1515,36.5,38
1,297.5,324.4814815,1417,49.8,177
2,303.0,337.4444444,1483,38.8,114
2,302.6,337.0740741,1458,38.8,34
1,296.8,320.7777778,1573,36.4,126
2,299.5,331.8888889,1754,31.3,114
2,301.1,333.7407407,1654,30.7,28
0,299.7,330.037037,1462,40.4,19
1,297.4,323.0,1378,39.9,63
1,299.4,325.2222222,1800,24.3,128
2,299.9,326.7037037,1889,26.0,6
0,299.4,325.2222222,1415,51.7,62
2,301.8,333.0,1413,42.2,9
1,298.4,325.2222222,1474,52.7,95
1,300.8,333.3703704,1481,38.5,181
2,298.2,320.4074074,1681,31.0,84
1,300.0,334.1111111,1508,38.2,18
1,299.5,328.5555556,1402,51.7,58
1,301.2,331.8888889,1479,41.2,155
1,297.5,324.8518519,1390,44.6,140
1,301.6,331.5185185,1424,50.5,214
1,300.6,335.5925926,1501,44.8,226
2,302.7,337.0740741,1350,58.6,2
2,296.7,320.7777778,1672,32.4,113
2,300.8,327.4444444,1404,38.7,44
0,304.2,341.1481481,1625,37.3,27
1,303.4,336.3333333,1521,35.9,215
2,301.0,332.2592593,1510,44.5,66
2,301.1,332.2592593,1552,37.9,126
0,297.2,323.3703704,1524,41.4,192
1,300.9,330.4074074,1561,32.7,67
1,303.6,340.037037,1617,30.9,122
1,298.6,327.0740741,1547,44.8,36
1,300.3,327.0740741,1551,37.9,42
1,300.8,333.0,1480,41.1,176
1,298.4,322.6296296,1473,39.9,184
1,300.3,333.0,1605,37.1,160
1,302.3,331.8888889,1723,26.3,213
2,302.9,337.8148148,1334,50.9,5
1,300.0,327.0740741,1641,30.1,35
2,301.9,331.1481481,1260,65.9,29
0,297.3,322.2592593,1653,31.4,9
1,296.6,319.6666667,1439,45.5,199
2,299.6,332.2592593,1474,39.7,64
1,300.4,328.9259259,1282,66.1,40
1,298.8,328.1851852,1508,36.3,69
1,300.9,332.2592593,1497,43.2,62
1,300.4,327.4444444,1553,43.9,75
1,300.6,335.2222222,1556,34.9,76
2,298.5,327.8148148,1523,44.6,83
2,300.7,337.8148148,1371,61.7,102
1,301.5,330.7777778,1556,39.1,48
1,297.9,324.8518519,1393,40.6,45
1,299.0,330.4074074,1713,28.0,116
2,299.0,330.037037,1494,46.6,144
1,298.1,321.1481481,1665,32.0,7
2,300.7,331.5185185,1377,46.7,36
1,301.9,333.3703704,1657,29.1,23
0,303.5,336.3333333,1397,52.9,80
2,299.5,324.4814815,1886,20.9,117
0,299.3,325.2222222,1732,29.7,141
1,297.4,325.962963,1698,29.4,119
2,298.5,321.1481481,1640,33.1,146
2,303.9,341.1481481,1507,34.3,161
1,298.1,320.4074074,1664,27.6,145
1,303.4,334.8518519,1564,41.9,137
1,304.0,340.4074074,1720,28.7,106
2,300.5,328.1851852,1566,35.9,204
2,298.7,325.962963,1410,45.6,47
0,298.4,321.1481481,1605,31.0,18
2,297.8,319.2962963,1902,24.3,129
2,299.3,324.4814815,1648,28.4,188
0,298.0,320.7777778,1588,35.4,114
2,300.2,334.8518519,1608,35.0,212
1,302.4,333.0,1634,34.2,184
1,298.0,324.1111111,1619,40.1,45
1,297.4,323.7407407,1532,38.7,136
1,297.5,326.3333333,1675,29.8,72
2,298.7,323.0,1441,43.2,132
1,300.5,335.2222222,1409,54.7,104
1,298.7,328.5555556,1753,26.8,40
1,295.7,315.962963,1737,26.2,97
1,297.2,324.4814815,1451,43.1,68
1,300.4,328.9259259,1423,44.2,189
1,298.9,331.1481481,1387,52.7,2
1,300.3,335.2222222,1317,56.5,7
1,296.9,319.6666667,2721,9.3,18
2,301.0,334.8518519,1301,55.0,9
